neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,availability_365,number_of_reviews_ltm
Khlong Toei,13.72676,100.56702,2299,2,13,2022-12-04,168,7
Khlong Toei,13.7249,100.56597,1913,2,19,2022-12-17,175,6
Pra Wet,13.693626,100.643143,1490,1,38,2022-11-22,363,11
Huai Khwang,13.76726,100.58027,1000,5,0,,178,0
Chatu Chak,13.81026,100.58018,699,7,0,,89,0
Vadhana,13.73398,100.58168,2500,14,5,2022-10-10,172,1
Bang Na,13.66637,100.60313,750,11,29,2022-11-28,275,6
Khlong Toei,13.74007,100.55582,4099,1,1,2019-12-24,359,0
Samphanthawong,13.7388,100.50568,388,1,0,,364,0
Bang Khen,13.86151,100.61486,1212,2,0,,90,0
Din Daeng,13.78496,100.56127,1080,30,0,,89,0
Huai Khwang,13.7811,100.57488,750,1,0,,173,0
Thung khru,13.63364,100.50435,640,5,1,2019-12-02,87,0
Vadhana,13.74338,100.55772,920,7,0,,365,0
Bang Rak,13.72325,100.51902,1800,1,0,,180,0
Khlong Toei,13.72409,100.57022,1250,1,0,,180,0
Bang Na,13.66836,100.6496,900,30,1,2019-12-05,271,0
Bang Khen,13.86004,100.68121,600,1,0,,365,0
Khlong Toei,13.72596,100.5681,1842,2,18,2022-12-10,175,7
Parthum Wan,13.74292,100.54488,3600,3,62,2022-12-06,242,35
Lat Krabang,13.74126,100.74433,650,2,0,,354,0
Chatu Chak,13.82401,100.56162,899,1,0,,88,0
Don Mueang,13.94494,100.57983,960,1,0,,365,0
Pom Prap Sattru Phai,13.74274,100.51314,900,31,32,2020-03-22,361,0
Huai Khwang,13.75362,100.57622,800,30,0,,74,0
Khlong Toei,13.72712,100.57305,350,1,1,2020-03-01,361,0
Khlong San,13.72468,100.50869,1971,1,3,2020-01-17,19,0
Vadhana,13.74179,100.57304,1500,30,0,,332,0
Khlong Toei,13.73614,100.55888,2243,1,56,2022-12-13,361,36
Khlong Toei,13.73386,100.55733,2057,1,18,2022-12-11,361,5
Lat Phrao,13.81754,100.5902,10000,10,0,,361,0
Bang Phlat,13.78132,100.49297,1100,2,0,,270,0
Khlong San,13.72613,100.51059,1939,1,0,,19,0
Huai Khwang,13.77007,100.57449,1780,2,0,,89,0
Khlong Toei,13.73461,100.55684,3086,1,37,2022-12-08,356,30
Ratchathewi,13.74912,100.55656,1466,3,35,2022-12-17,361,9
Wang Thong Lang,13.77183,100.60148,4500,4,0,,88,0
Lat Phrao,13.80736,100.59665,600,1,0,,365,0
Khlong San,13.72641,100.51055,1939,1,3,2020-01-14,19,0
Phra Khanong,13.69078,100.61615,970,10,29,2022-11-05,151,5
Khlong Toei,13.70657,100.59712,866,2,5,2022-12-11,338,1
Wang Thong Lang,13.78315,100.61361,700,1,1,2022-08-01,352,1
Khlong Toei,13.70346,100.5937,730,15,3,2022-11-16,160,1
Din Daeng,13.77125,100.57163,864,2,21,2022-12-24,337,13
Bang Sue,13.81714,100.52992,1050,1,1,2022-11-20,302,1
Ratchathewi,13.75075,100.55479,3700,30,35,2020-09-24,173,0
Phaya Thai,13.76547,100.54557,4156,1,0,,358,0
Ratchathewi,13.75007,100.54237,4229,3,0,,87,0
Khlong Toei,13.73787,100.55459,1235,1,30,2022-10-03,175,3
Phra Nakhon,13.75992,100.50313,1364,1,33,2022-12-07,342,10
Vadhana,13.74722,100.56083,2288,3,0,,365,0
Bang Rak,13.7197,100.51678,2200,2,81,2022-12-25,276,49
Parthum Wan,13.74557,100.52512,3400,1,0,,89,0
Rat Burana,13.67746,100.51911,750,60,4,2021-12-03,361,0
Vadhana,13.7339,100.57398,4350,2,0,,169,0
Bang Sue,13.81959,100.53084,1050,1,2,2020-02-23,302,0
Khlong Toei,13.71838,100.5752,927,1,70,2022-11-28,14,30
Phra Khanong,13.68476,100.60269,3775,1,0,,89,0
Khlong Toei,13.72529,100.56674,1676,2,29,2022-09-03,15,6
Don Mueang,13.89245,100.58859,900,1,0,,178,0
Bang Na,13.66327,100.62545,857,1,8,2022-09-17,334,2
Khlong Toei,13.73744,100.55409,1558,2,30,2022-12-27,111,13
Ratchathewi,13.75493,100.53451,2424,1,7,2020-02-24,361,0
Samphanthawong,13.73979,100.50494,8000,1,0,,365,0
Ratchathewi,13.74896,100.55439,2527,3,12,2022-12-05,362,4
Ratchathewi,13.75085,100.55667,1492,3,0,,87,0
Ratchathewi,13.74859,100.555,1492,3,0,,88,0
Pra Wet,13.69253,100.64397,997,1,15,2022-12-14,361,7
Huai Khwang,13.7818,100.5791,700,30,0,,330,0
Bang Sue,13.83077,100.53596,1385,1,0,,179,0
Din Daeng,13.76315,100.5659,1409,30,9,2022-09-24,157,3
Vadhana,13.74419,100.55698,7214,1,42,2022-12-18,343,24
Bang Rak,13.72649,100.53083,1469,2,0,,310,0
Bang Kapi,13.74947,100.60355,995,30,0,,365,0
Huai Khwang,13.74994,100.57367,800,5,2,2020-02-04,155,0
Khlong San,13.71937,100.50211,1239,1,0,,175,0
Don Mueang,13.92734,100.59742,900,1,0,,365,0
Phra Nakhon,13.74747,100.49856,3229,1,5,2022-12-09,343,5
Khlong Toei,13.72445,100.56331,3050,28,23,2022-09-06,85,4
Yan na wa,13.69679,100.53146,1210,1,2,2020-02-07,362,0
Yan na wa,13.69669,100.53324,904,1,18,2022-11-04,358,12
Bang Rak,13.73113,100.51666,700,1,0,,365,0
Yan na wa,13.69909,100.54514,1110,1,0,,179,0
Sathon,13.70995,100.52033,2192,1,28,2022-11-14,144,10
Vadhana,13.71833,100.58964,1050,28,6,2022-11-14,150,4
Nong Chok,13.87757,100.90546,1000,1,0,,83,0
Vadhana,13.73203,100.5741,4800,2,0,,165,0
Don Mueang,13.9269,100.59834,900,1,0,,365,0
Chom Thong,13.7018,100.46189,1000,1,0,,355,0
Ratchathewi,13.74956,100.55456,2527,3,24,2022-12-04,344,20
Khlong Toei,13.73561,100.55693,2293,1,44,2022-12-04,361,18
Vadhana,13.72969,100.59882,5500,1,0,,365,0
Bangkok Yai,13.74148,100.48485,700,1,0,,365,0
Yan na wa,13.69667,100.53121,1130,1,1,2022-07-24,350,1
Vadhana,13.73533,100.58974,2500,1,10,2020-02-01,83,0
Huai Khwang,13.77506,100.57652,1780,1,0,,357,0
Dusit,13.77509,100.50296,1530,1,0,,361,0
Bang Rak,13.72845,100.53606,5000,1,0,,365,0
Bang Rak,13.72667,100.53827,5000,1,0,,365,0
Khlong Toei,13.70747,100.59512,1200,3,0,,87,0
Bang Rak,13.72845,100.53747,5000,1,0,,365,0
Bang Rak,13.72652,100.5379,5000,1,0,,365,0
Bang Rak,13.72713,100.53808,5000,1,0,,365,0
Phra Nakhon,13.77101,100.49884,1530,1,0,,360,0
Pra Wet,13.69502,100.64653,849,3,2,2020-03-01,169,0
Bang Phlat,13.77082,100.49767,1530,1,0,,350,0
Pra Wet,13.69683,100.64616,535,3,1,2020-02-19,129,0
Vadhana,13.7479,100.56314,1579,2,17,2022-12-09,306,1
Phra Khanong,13.68614,100.6006,3300,1,0,,89,0
Vadhana,13.74419,100.55698,7214,1,29,2022-12-10,343,11
Dusit,13.77275,100.50183,589,1,0,,308,0
Sathon,13.72261,100.53858,1700,1,0,,365,0
Dusit,13.77472,100.51391,589,1,1,2022-11-29,321,1
Dusit,13.77321,100.50357,450,1,1,2019-12-09,322,0
Khan Na Yao,13.85066,100.66546,450,1,0,,364,0
Ratchathewi,13.74915,100.55473,1466,3,28,2022-10-05,352,2
Khlong San,13.71868,100.50968,1350,1,28,2022-11-23,167,8
Khlong Toei,13.70564,100.59272,1000,5,1,2020-01-04,145,0
Phra Nakhon,13.74912,100.49913,1600,1,2,2020-01-20,178,0
Bang Na,13.66362,100.62588,850,1,2,2022-12-15,344,1
Dusit,13.77195,100.50393,450,1,1,2022-12-18,355,1
Dusit,13.7716,100.50164,1118,1,0,,361,0
Din Daeng,13.77114,100.56093,390,1,0,,180,0
Khlong San,13.71938,100.4945,1690,2,0,,177,0
Phra Nakhon,13.76879,100.49791,1118,1,0,,360,0
Phra Nakhon,13.76182,100.50324,807,1,154,2022-12-22,342,37
Phra Nakhon,13.76227,100.50252,783,1,81,2022-12-21,330,57
Suanluang,13.70934,100.60932,1643,1,0,,365,0
Huai Khwang,13.79008,100.57656,1028,1,3,2020-01-25,90,0
Bang Phlat,13.77521,100.48244,800,1,0,,179,0
Bang Phlat,13.77483,100.48129,2400,1,0,,179,0
Phaya Thai,13.77387,100.53218,678,1,21,2020-03-12,57,0
Khlong Toei,13.70384,100.59161,980,5,1,2020-01-22,156,0
Suanluang,13.71198,100.60338,1049,2,2,2020-01-02,166,0
Min Buri,13.7972,100.74108,2505,1,0,,364,0
Vadhana,13.73265,100.57064,2000,3,3,2022-10-26,176,2
Vadhana,13.72143,100.58519,3400,7,0,,348,0
Huai Khwang,13.76957,100.57842,1108,1,0,,176,0
Phaya Thai,13.78049,100.53949,3900,2,13,2022-12-26,28,6
Ratchathewi,13.75855,100.54254,1200,1,4,2022-12-26,359,3
Huai Khwang,13.76964,100.57636,798,30,4,2020-03-24,320,0
Vadhana,13.74622,100.55987,5175,2,15,2022-12-02,313,7
Phaya Thai,13.79074,100.55099,850,1,4,2020-01-01,365,0
Vadhana,13.72024,100.58531,2699,30,24,2022-09-27,131,4
Din Daeng,13.76855,100.56806,750,1,0,,352,0
Thon buri,13.7168,100.48554,1151,2,18,2022-12-22,234,5
Phra Khanong,13.68887,100.61773,346,1,0,,365,0
Khlong Toei,13.73603,100.55919,2243,1,80,2022-12-25,334,48
Phaya Thai,13.79078,100.55299,700,1,5,2022-12-25,365,2
Parthum Wan,13.7394,100.54137,2723,7,3,2022-12-05,44,3
Khlong Toei,13.7276,100.57223,4400,1,1,2020-01-01,271,0
Phaya Thai,13.79082,100.55276,700,1,2,2022-11-05,365,1
Parthum Wan,13.73919,100.54128,1407,28,11,2021-11-10,16,0
Phra Khanong,13.68807,100.61027,1700,1,4,2022-12-22,167,3
Pra Wet,13.69476,100.64393,993,1,0,,360,0
Phra Nakhon,13.74903,100.49707,1226,1,2,2022-08-14,364,1
Phra Khanong,13.68324,100.62406,841,1,1,2022-12-23,335,1
Khlong Toei,13.7376,100.55348,3700,1,46,2022-12-20,155,32
Khlong Toei,13.73589,100.5574,2243,1,26,2022-09-17,361,2
Pom Prap Sattru Phai,13.75666,100.50751,920,1,15,2022-08-24,169,6
Bang Khen,13.88712,100.602,750,2,0,,180,0
Chatu Chak,13.80992,100.56791,810,3,20,2022-09-08,132,3
Huai Khwang,13.7718,100.58113,1483,30,9,2020-08-13,358,0
Huai Khwang,13.77187,100.58058,1493,30,9,2020-08-04,348,0
Don Mueang,13.89072,100.58321,1500,1,15,2020-05-30,82,0
Bang Kapi,13.7783,100.64236,500,7,0,,274,0
Bang Kapi,13.76695,100.64164,385,7,4,2022-12-04,286,3
Huai Khwang,13.79215,100.58192,1500,30,0,,31,0
Vadhana,13.72008,100.58534,2699,28,25,2022-11-08,150,5
Phra Nakhon,13.76185,100.50093,1364,1,5,2022-08-11,348,4
Vadhana,13.72577,100.58669,1800,1,0,,180,0
Vadhana,13.73987,100.55842,4300,2,35,2022-12-05,64,20
Ratchathewi,13.75384,100.53188,1732,2,0,,175,0
Lak Si,13.89021,100.58567,1999,2,0,,174,0
Don Mueang,13.9216,100.57813,800,1,0,,180,0
Phra Khanong,13.69133,100.60893,350,1,0,,179,0
Bang Rak,13.73495,100.51719,8000,3,11,2022-12-10,58,3
Thon buri,13.73892,100.49147,1200,1,9,2022-11-19,15,3
Vadhana,13.71368,100.59472,5000,2,7,2022-12-07,334,5
Vadhana,13.74454,100.55068,997,1,78,2022-12-23,107,40
Vadhana,13.73831,100.58288,1400,3,54,2022-12-20,102,35
Vadhana,13.73107,100.57007,2000,3,2,2022-11-30,255,2
Parthum Wan,13.74424,100.5486,5286,2,23,2022-12-17,121,8
Vadhana,13.73891,100.58935,1761,1,9,2022-11-18,313,6
Vadhana,13.73164,100.56879,2057,3,0,,355,0
Vadhana,13.73093,100.56956,2000,3,5,2022-12-12,348,5
Vadhana,13.74015,100.56302,350,14,4,2022-10-02,56,3
Phra Nakhon,13.77168,100.50047,1030,1,5,2022-11-30,354,3
Bang Phlat,13.79905,100.50643,900,50,1,2022-08-31,304,1
Phra Nakhon,13.77055,100.50207,1053,1,28,2022-12-13,323,17
Dusit,13.77209,100.50116,920,1,9,2022-12-05,361,2
Phra Nakhon,13.77041,100.50084,875,1,18,2022-12-13,347,9
Khlong Toei,13.7261,100.57367,1500,1,4,2020-02-29,69,0
Din Daeng,13.79794,100.5685,1632,1,0,,365,0
Bang Phlat,13.80102,100.5067,500,60,1,2022-07-29,365,1
Yan na wa,13.69511,100.53939,1390,2,4,2020-02-08,174,0
Lak Si,13.88032,100.58797,650,30,33,2022-12-08,148,17
Sathon,13.72033,100.54824,1286,1,6,2020-02-01,364,0
Yan na wa,13.70129,100.5333,1190,1,17,2022-12-11,170,6
Yan na wa,13.69942,100.53326,1390,1,35,2022-07-15,352,9
Lat Krabang,13.74598,100.77814,900,1,0,,180,0
Bang Kapi,13.74832,100.60735,650,28,8,2022-12-16,329,5
Bang Rak,13.73113,100.51666,800,1,3,2020-02-10,365,0
Dusit,13.77166,100.50237,2250,1,0,,364,0
Ratchathewi,13.75916,100.54295,519,1,0,,88,0
Bang Na,13.66253,100.60596,1000,1,0,,365,0
Vadhana,13.73802,100.56208,2119,2,54,2022-12-24,35,37
Bang Phlat,13.79932,100.50676,1039,30,6,2022-12-05,224,3
Parthum Wan,13.7406,100.54136,1430,14,17,2022-07-14,1,4
Sathon,13.72052,100.54682,1400,1,60,2022-12-01,322,13
Din Daeng,13.76126,100.55596,1600,1,0,,361,0
Chatu Chak,13.814656676854137,100.56400653737784,950,10,24,2022-12-18,158,12
Sathon,13.70844,100.52048,1400,3,25,2022-11-07,338,8
Vadhana,13.74001,100.56033,2330,1,49,2022-12-16,129,28
Ratchathewi,13.751,100.55494,1466,3,20,2020-08-01,360,0
Bang Rak,13.72567,100.52754,975,2,20,2022-12-07,94,2
Bang Rak,13.72312,100.52326,1558,1,18,2020-03-15,340,0
Bang Rak,13.72747,100.52967,1515,1,0,,365,0
Bang Phlat,13.7791,100.48629,1600,1,0,,180,0
Ratchathewi,13.75077,100.55629,1466,3,17,2022-12-13,358,2
Ratchathewi,13.74916,100.55503,2527,3,22,2022-12-16,356,9
Phra Nakhon,13.76208,100.50108,807,1,39,2022-12-22,327,32
Vadhana,13.7072,100.60389,500,26,0,,90,0
Wang Thong Lang,13.78887,100.61397,346,1,3,2021-02-20,271,0
Vadhana,13.73974,100.55956,2071,2,33,2022-12-08,77,21
Bang Rak,13.72231,100.51738,2723,1,63,2022-12-21,308,39
Chatu Chak,13.82563,100.56532,631,1,23,2021-04-05,65,0
Bang Rak,13.72741,100.53219,7089,1,40,2022-11-22,199,11
Suanluang,13.71771,100.61028,1810,1,0,,269,0
Khlong Toei,13.70317,100.59348,857,30,1,2019-12-21,36,0
Khlong Toei,13.71827,100.57524,1443,3,16,2022-12-04,169,3
Ratchathewi,13.75392,100.5388,2482,1,60,2022-11-22,348,23
Phaya Thai,13.79443,100.54829,1662,1,0,,365,0
Lak Si,13.89171,100.56249,600,1,0,,365,0
Vadhana,13.7304,100.58494,1000,3,37,2022-12-19,109,13
Vadhana,13.73185,100.57296,3200,55,0,,364,0
Ratchathewi,13.74926,100.55589,2527,3,27,2022-11-26,343,19
Chatu Chak,13.79559,100.56518,4352,2,41,2022-12-08,52,21
Bang Kapi,13.74525,100.60815,1650,2,0,,90,0
Khlong Toei,13.71814,100.57725,2043,1,25,2022-12-24,167,10
Khlong Toei,13.72429,100.56423,1575,1,98,2022-12-21,306,37
Wang Thong Lang,13.77735,100.60372,500,1,19,2022-12-15,343,10
Sathon,13.71644,100.51363,1300,2,2,2020-01-03,28,0
Khlong Toei,13.73658,100.55569,3774,1,12,2022-12-11,327,11
Khlong Toei,13.735528945922852,100.55536651611328,2704,1,13,2022-12-12,355,12
Phaya Thai,13.76753,100.53953,550,1,0,,365,0
Huai Khwang,13.76968,100.581,690,1,3,2022-12-10,178,3
Yan na wa,13.70143,100.54525,1500,1,1,2020-02-29,365,0
Suanluang,13.73648,100.63028,1143,2,0,,177,0
Chatu Chak,13.82563,100.56532,631,30,12,2020-03-04,65,0
Vadhana,13.73165,100.57518,2400,5,1,2020-01-04,155,0
Lak Si,13.89823,100.58596,1190,1,0,,91,0
Khlong Toei,13.73485,100.55881,2229,1,75,2022-11-26,22,48
Phaya Thai,13.77457,100.53826,3500,1,27,2022-10-26,39,14
Phra Nakhon,13.76139,100.50079,807,1,30,2022-12-22,312,30
Chatu Chak,13.83199,100.54067,900,30,0,,356,0
Wang Thong Lang,13.78803,100.61442,346,1,2,2022-01-31,210,1
Min Buri,13.79883,100.74153,1336,1,0,,180,0
Huai Khwang,13.77843,100.57502,5000,1,0,,177,0
Huai Khwang,13.79021,100.57699,850,1,1,2019-12-05,89,0
Vadhana,13.74767,100.55976,863,1,29,2022-09-15,89,8
Samphanthawong,13.73328,100.51308,1814,1,0,,63,0
Huai Khwang,13.78343,100.5756,590,3,14,2019-12-28,3,0
Samphanthawong,13.73328,100.51308,3326,1,0,,56,0
Samphanthawong,13.73328,100.51308,3326,1,1,2021-08-19,64,0
Bang Rak,13.73527,100.51875,1714,3,1,2019-12-08,362,0
Ratchathewi,13.75096,100.5375,2500,1,0,,365,0
Huai Khwang,13.75012,100.5795,4186,1,0,,273,0
Huai Khwang,13.74971,100.57853,4186,1,1,2020-01-02,273,0
Thon buri,13.70649,100.49595,3280,1,1,2019-11-07,176,0
Huai Khwang,13.75041,100.58043,4186,1,0,,273,0
Din Daeng,13.75945,100.55448,3500,1,0,,365,0
Huai Khwang,13.74927,100.57857,5986,1,2,2020-02-01,272,0
Huai Khwang,13.75125,100.5784,5986,1,1,2020-01-27,272,0
Ratchathewi,13.75852,100.54261,1200,1,0,,167,0
Ratchathewi,13.75863,100.54254,1200,1,8,2022-11-20,329,7
Ratchathewi,13.75036,100.55655,2527,3,22,2022-11-13,354,11
Bang Rak,13.72312,100.52326,1558,1,10,2020-02-02,330,0
Vadhana,13.73697,100.59024,2000,3,2,2022-10-19,149,2
Bueng Kum,13.82786,100.64135,4085,1,3,2021-01-01,81,0
Khlong San,13.7221,100.49623,1790,3,20,2022-12-26,119,8
Huai Khwang,13.76574,100.58539,1393,2,0,,84,0
Huai Khwang,13.75366,100.57471,900,28,3,2022-11-04,76,1
Huai Khwang,13.78114,100.57438,850,1,0,,76,0
Bang Rak,13.72312,100.52326,1558,1,11,2020-11-21,331,0
Bang Rak,13.72366,100.52942,3983,1,17,2022-12-10,223,12
Ratchathewi,13.75447,100.53461,3000,1,0,,57,0
Phra Nakhon,13.7477,100.49878,2263,1,1,2022-04-02,347,1
Suanluang,13.74081,100.59911,4500,1,0,,365,0
Ratchathewi,13.75137,100.53954,1480,2,65,2022-12-24,180,45
Samphanthawong,13.7343,100.51186,2758,1,0,,63,0
Samphanthawong,13.7343,100.51186,2975,1,0,,52,0
Samphanthawong,13.7343,100.51186,2975,1,0,,55,0
Ratchathewi,13.75266,100.52927,1171,1,14,2022-11-14,89,4
Samphanthawong,13.7343,100.51186,2758,1,0,,53,0
Bang Rak,13.73113,100.51666,2000,1,1,2020-02-12,365,0
Samphanthawong,13.7343,100.51186,2691,1,1,2019-11-17,65,0
Samphanthawong,13.7343,100.51186,2691,1,0,,61,0
Samphanthawong,13.7343,100.51186,4279,1,0,,73,0
Bang Rak,13.72628,100.5193,1200,3,27,2022-04-05,113,3
Ratchathewi,13.750328,100.555481,1500,28,9,2020-03-09,125,0
Sathon,13.71633,100.54006,3500,1,0,,363,0
Sathon,13.71826,100.53855,2500,1,0,,365,0
Bang Kho laen,13.69415,100.52279,1500,1,0,,365,0
Bang Kho laen,13.69388,100.5244,2000,1,0,,365,0
Chatu Chak,13.80961,100.5609,1554,3,13,2022-12-17,82,7
Vadhana,13.72133,100.58923,916,1,17,2021-07-11,219,0
Din Daeng,13.79366,100.57218,550,1,4,2022-12-11,363,1
Din Daeng,13.79512,100.57141,550,1,11,2022-12-12,363,9
Din Daeng,13.79331,100.5701,550,1,0,,365,0
Sai Mai,13.94029,100.62479,879,1,0,,180,0
Thung khru,13.64841,100.51067,500,1,0,,180,0
Khlong Toei,13.725107,100.565926,2276,1,40,2022-12-23,219,22
Din Daeng,13.78547,100.5727,550,26,12,2022-09-20,90,5
Ratchathewi,13.75221,100.53443,1608,28,38,2022-11-29,83,16
Khlong Toei,13.73866,100.55812,2271,2,26,2022-11-30,73,14
Vadhana,13.70529,100.60283,1699,1,1,2020-01-02,55,0
Din Daeng,13.75714,100.56422,1529,1,0,,55,0
Bang Kho laen,13.6952,100.52287,1700,1,0,,180,0
Lat Krabang,13.75853,100.79405,693,1,0,,179,0
Thon buri,13.71281,100.48228,896,7,0,,361,0
Phra Nakhon,13.75419,100.49963,1350,1,14,2022-12-24,318,9
Suanluang,13.74488,100.60367,890,1,115,2022-12-22,116,70
Khlong Toei,13.72202,100.57498,8681,1,23,2022-12-24,321,13
Vadhana,13.74774,100.55732,2500,30,4,2022-09-11,181,2
Bang Phlat,13.79908,100.50674,497,30,0,,54,0
Phra Khanong,13.69763,100.60784,2500,30,0,,59,0
Bang Sue,13.81832,100.53316,1321,4,0,,173,0
Huai Khwang,13.74887,100.58269,3500,2,1,2022-04-17,160,1
Phra Nakhon,13.75498,100.49746,1310,1,60,2022-12-25,296,52
Khlong Toei,13.71513,100.58248,652,1,27,2022-12-10,289,21
Sathon,13.71033,100.5193,1214,15,3,2022-12-11,139,2
Huai Khwang,13.754,100.57685,777,1,0,,181,0
Bang Na,13.66507,100.62401,1500,1,0,,322,0
Bang Rak,13.73473,100.52233,2100,1,1,2022-09-20,352,1
Lat Phrao,13.82961,100.62013,3000,2,2,2022-06-26,364,1
Phaya Thai,13.78799,100.54454,1299,3,3,2020-02-17,178,0
Vadhana,13.7069,100.60055,1732,30,0,,85,0
Bangkok Noi,13.75421,100.47077,300,1,1,2019-12-27,227,0
Suanluang,13.7451,100.60244,889,60,0,,333,0
Khlong Toei,13.73982,100.55387,1085,1,6,2022-11-24,149,2
Bang Phlat,13.78431,100.4745,4563,2,41,2022-12-18,96,27
Khlong Toei,13.72518,100.56434,1200,1,16,2022-12-19,138,3
Khlong Toei,13.73801,100.55876,3536,1,10,2022-10-16,103,2
Vadhana,13.74123,100.56692,1100,1,0,,178,0
Ratchathewi,13.74927,100.55567,3999,1,1,2019-12-29,364,0
Parthum Wan,13.73653,100.5238,2400,1,0,,362,0
Phaya Thai,13.76927,100.5389,450,1,0,,365,0
Ratchathewi,13.75562,100.54064,820,1,6,2022-12-03,361,4
Phra Nakhon,13.74763,100.50146,1839,1,40,2022-12-25,294,33
Din Daeng,13.78836,100.56451,8111,2,8,2022-11-21,337,3
Chatu Chak,13.80883,100.56627,2217,4,16,2022-11-30,131,12
Wang Thong Lang,13.75209,100.60467,1000,2,2,2020-02-12,210,0
Khlong Toei,13.70368,100.5937,800,30,3,2021-12-27,355,0
Khlong Toei,13.70466,100.59372,739,28,13,2022-01-06,329,2
Khlong Toei,13.71675,100.56934,995,3,2,2022-11-09,328,2
Sathon,13.71556,100.51456,2200,1,0,,251,0
Vadhana,13.73869,100.56517,2500,1,86,2022-12-05,108,49
Ratchathewi,13.75436,100.53545,3000,1,0,,329,0
Yan na wa,13.70145,100.54436,2400,1,0,,362,0
Vadhana,13.74164,100.57159,2160,1,0,,361,0
Wang Thong Lang,13.76431,100.62187,762,1,0,,179,0
Phra Nakhon,13.75873,100.49882,320,1,0,,179,0
Phra Nakhon,13.75938,100.49829,304,1,1,2022-11-21,271,1
Phaya Thai,13.77553,100.5325,678,1,14,2020-06-28,57,0
Bang Rak,13.72024,100.51653,3857,2,159,2022-12-25,184,90
Suanluang,13.72197,100.62804,4500,2,0,,90,0
Suanluang,13.71152,100.63389,450,1,0,,178,0
Bang Rak,13.72515,100.53153,1160,1,6,2020-03-07,269,0
Huai Khwang,13.76158,100.56931,4814,1,31,2022-12-14,70,21
Suanluang,13.71309,100.64243,680,1,0,,365,0
Khlong San,13.72115,100.50818,1000,2,2,2019-12-29,365,0
Chatu Chak,13.81368,100.58333,2200,1,0,,365,0
Khlong Toei,13.73565,100.55738,2343,1,27,2022-12-06,356,10
Bang Rak,13.73113,100.51666,2050,1,1,2019-12-08,365,0
Bang Kapi,13.74778,100.60652,999,1,1,2022-12-09,355,1
Huai Khwang,13.77216,100.57713,500,1,0,,181,0
Khlong Toei,13.74129,100.55309,1400,1,48,2022-11-29,318,15
Khlong Toei,13.73681,100.55233,2986,1,19,2022-12-03,319,19
Bang Rak,13.72312,100.52326,1385,1,6,2020-03-18,255,0
Din Daeng,13.78836,100.56948,9463,2,7,2022-12-10,340,2
Vadhana,13.74225,100.58622,2000,2,1,2020-01-02,178,0
Phaya Thai,13.77367,100.53595,5000,1,0,,362,0
Vadhana,13.73625,100.60022,699,2,1,2019-12-08,363,0
Ratchathewi,13.75086,100.55424,1466,3,40,2022-12-06,353,25
Vadhana,13.74264,100.57452,3300,15,0,,89,0
Bangkok Yai,13.74041,100.47934,7086,4,2,2020-03-14,358,0
Khlong Toei,13.725512,100.5662,1275,20,12,2022-08-18,331,4
Phra Khanong,13.69829,100.60633,887,1,0,,179,0
Khlong Toei,13.72625,100.56655,1799,30,11,2022-11-20,102,3
Vadhana,13.72009,100.58874,6413,2,17,2022-11-21,330,9
Khlong Toei,13.7183,100.56945,990,3,3,2022-11-14,323,1
Din Daeng,13.77711,100.55987,800,1,9,2022-12-03,347,3
Din Daeng,13.78731,100.57386,750,1,0,,180,0
Phaya Thai,13.77428,100.53369,1214,1,1,2020-01-25,148,0
Khlong Toei,13.73482,100.55731,1591,5,22,2022-11-30,154,19
Bang Kapi,13.7526,100.65364,2390,3,0,,178,0
Din Daeng,13.76842,100.56798,650,1,1,2020-01-12,365,0
Ratchathewi,13.75643,100.53185,3750,2,78,2022-12-22,324,57
Ratchathewi,13.75541,100.53668,3000,1,1,2020-03-06,329,0
Bang Na,13.66121,100.65057,900,3,5,2022-12-04,134,4
Phaya Thai,13.79097,100.55241,1000,1,1,2019-12-30,364,0
Ratchathewi,13.7503,100.55425,1466,3,15,2022-10-12,361,3
Bang Phlat,13.77638,100.49647,2000,1,1,2022-04-18,349,1
Phaya Thai,13.78395,100.54754,1569,1,10,2022-12-05,312,6
Sathon,13.71035,100.52103,1500,1,29,2022-06-29,355,8
Vadhana,13.71501,100.59541,3859,2,20,2022-12-20,156,12
Suanluang,13.74278,100.63241,1628,1,0,,365,0
Bang Phlat,13.78189,100.49948,2000,2,14,2022-12-18,162,5
Ratchathewi,13.75453,100.53295,800,1,1,2022-11-07,365,1
Sathon,13.71098,100.52036,1757,1,40,2022-12-05,345,13
Sathon,13.72254,100.53703,5000,1,1,2020-01-31,360,0
Parthum Wan,13.7343,100.54221,2090,14,12,2022-11-08,112,9
Ratchathewi,13.75249,100.5285,2814,3,8,2022-11-13,157,1
Ratchathewi,13.7527,100.52916,1171,1,15,2021-12-01,88,0
Sathon,13.72254,100.53693,1500,1,0,,365,0
Rat Burana,13.67618,100.51988,1200,2,1,2020-01-01,312,0
Ratchathewi,13.75572,100.53303,800,1,0,,365,0
Ratchathewi,13.75592,100.53412,800,1,0,,365,0
Khlong Toei,13.7215871,100.5793354,1260,1,10,2022-12-21,86,10
Ratchathewi,13.75113,100.55498,2476,3,19,2022-12-07,360,11
Sathon,13.71566,100.51793,5962,30,9,2020-10-19,4,0
Ratchathewi,13.7507,100.52969,1400,1,1,2019-11-30,178,0
Vadhana,13.74596,100.55598,4771,7,34,2022-12-04,47,12
